Lookup Key,Name,Position,Salary Cap,Team,Position Group,Abbreviation,Bye Week
LBMichael HoechtBUF,Michael Hoecht,OLB,"$4,488,000 ",Buffalo Bills,LB,BUF,7
DBMichael JacksonCAR,Michael Jackson,CB,"$3,700,000 ",Carolina Panthers,DB,CAR,14
TEMichael JacobsonNO,Michael Jacobson,TE,"$840,000 ",New Orleans Saints,TE,NO,11
TEMichael MayerLV,Michael Mayer,TE,"$2,540,085 ",Las Vegas Raiders,TE,LV,8
QBMichael Penix Jr.ATL,Michael Penix Jr.,QB,"$5,200,599 ",Atlanta Falcons,QB,ATL,5
WRMichael Pittman Jr.IND,Michael Pittman Jr.,WR,"$23,000,000 ",Indianapolis Colts,WR,IND,11
QBMichael PrattTB,Michael Pratt,QB,"$1,085,000 ",Tampa Bay Buccaneers,QB,TB,9
DBMichael ReidCAR,Michael Reid,CB,"$843,333 ",Carolina Panthers,DB,CAR,14
WRMichael WilsonARI,Michael Wilson,WR,"$1,456,217 ",Arizona Cardinals,WR,ARI,8
DLMicheal ClemonsNYJ,Micheal Clemons,DE,"$3,597,024 ",New York Jets,DL,NYJ,9
DBMike BrownTEN,Mike Brown,S,"$1,100,000 ",Tennessee Titans,DB,TEN,10
DBMike EdwardsKC,Mike Edwards,S,"$1,197,500 ",Kansas City Chiefs,DB,KC,10
WRMike EvansTB,Mike Evans,WR,"$25,358,000 ",Tampa Bay Buccaneers,WR,TB,9
TEMike GesickiCIN,Mike Gesicki,TE,"$7,666,666 ",Cincinnati Bengals,TE,CIN,10
DLMike GreenBAL,Mike Green,DE,"$1,348,983 ",Baltimore Ravens,DL,BAL,7
DLMike GreeneTB,Mike Greene,DE,"$1,030,000 ",Tampa Bay Buccaneers,DL,TB,9
DBMike HiltonMIA,Mike Hilton,CB,"$1,197,500 ",Miami Dolphins,DB,MIA,12
DBMike HughesATL,Mike Hughes,CB,"$3,586,667 ",Atlanta Falcons,DB,ATL,5
DLMike MorrisSEA,Mike Morris,DE,"$1,110,519 ",Seattle Seahawks,DL,SEA,8
DLMike PennelKC,Mike Pennel,DT,"$1,197,500 ",Kansas City Chiefs,DL,KC,10
DBMike SainristilWAS,Mike Sainristil,CB,"$1,750,531 ",Washington Commanders,DB,WAS,12
DBMike Smith Jr.DAL,Mike Smith Jr.,CB,"$845,000 ",Dallas Cowboys,DB,DAL,10
WRMike StrachanWAS,Mike Strachan,WR,"$1,100,000 ",Washington Commanders,WR,WAS,12
QBMike WhiteBUF,Mike White,QB,"$1,195,000 ",Buffalo Bills,QB,BUF,7
DBMiles BattleNE,Miles Battle,CB,"$840,000 ",New England Patriots,DB,NE,14
WRMiles BoykinCHI,Miles Boykin,WR,"$1,030,000 ",Chicago Bears,WR,CHI,5
DBMiles KillebrewPIT,Miles Killebrew,S,"$4,245,000 ",Pittsburgh Steelers,DB,PIT,5
RBMiles SandersDAL,Miles Sanders,RB,"$1,197,500 ",Dallas Cowboys,RB,DAL,10
DLMilton WilliamsNE,Milton Williams,DE,"$14,000,000 ",New England Patriots,DL,NE,14
DBMinkah FitzpatrickMIA,Minkah Fitzpatrick,SS,"$4,504,000 ",Miami Dolphins,DB,MIA,12
DBMishael PowellMIN,Mishael Powell,S,"$841,666 ",Minnesota Vikings,DB,MIN,6
DLMitchell AgudeDET,Mitchell Agude,DE,"$960,000 ",Detroit Lions,DL,DET,8
TEMitchell EvansCAR,Mitchell Evans,TE,"$937,742 ",Carolina Panthers,TE,CAR,14
WRMitchell TinsleyCIN,Mitchell Tinsley,WR,"$960,000 ",Cincinnati Bengals,WR,CIN,10
QBMitchell TrubiskyBUF,Mitchell Trubisky,QB,"$3,250,000 ",Buffalo Bills,QB,BUF,7
TEMo Alie-CoxIND,Mo Alie-Cox,TE,"$1,422,500 ",Indianapolis Colts,TE,IND,11
DLMohamed KamaraMIA,Mohamed Kamara,DE,"$1,040,218 ",Miami Dolphins,DL,MIA,12
LBMohamoud DiabateCLE,Mohamoud Diabate,LB,"$1,038,334 ",Cleveland Browns,LB,CLE,9
TEMoliki MatavaoNO,Moliki Matavao,TE,"$865,418 ",New Orleans Saints,TE,NO,11
WRMonaray BaldwinMIA,Monaray Baldwin,WR,"$841,666 ",Miami Dolphins,WR,MIA,12
DBMontaric BrownJAC,Montaric Brown,CB,"$3,434,995 ",Jacksonville Jaguars,DB,JAC,8
DLMontez SweatCHI,Montez Sweat,DE,"$25,085,494 ",Chicago Bears,DL,CHI,5
WRMontorie FosterSEA,Montorie Foster,WR,"$840,000 ",Seattle Seahawks,WR,SEA,8
RBMontrell JohnsonPHI,Montrell Johnson,RB,"$848,333 ",Philadelphia Eagles,RB,PHI,9
WRMontrell WashingtonNYG,Montrell Washington,WR,"$1,030,000 ",New York Giants,WR,NYG,14
LBMonty RiceNE,Monty Rice,OLB,"$1,170,000 ",New England Patriots,LB,NE,14
WRMoochie DixonNO,Moochie Dixon,WR,"$843,333 ",New Orleans Saints,WR,NO,11
DLMorgan FoxATL,Morgan Fox,DE,"$2,500,000 ",Atlanta Falcons,DL,ATL,5
DBMorice NorrisDET,Morice Norris,S,"$840,000 ",Detroit Lions,DB,DET,8
DLMoro OjomoPHI,Moro Ojomo,DT,"$1,049,446 ",Philadelphia Eagles,DL,PHI,9
LBMykal WalkerARI,Mykal Walker,OLB,"$1,790,000 ",Arizona Cardinals,LB,ARI,8
DLMykel WilliamsSF,Mykel Williams,DE,"$4,535,155 ",San Francisco 49ers,DL,SF,14
DLMyles AdamsDET,Myles Adams,DE,"$1,100,000 ",Detroit Lions,DL,DET,8
DBMyles BryantHOU,Myles Bryant,CB,"$1,197,500 ",Houston Texans,DB,HOU,6
DLMyles ColeJAC,Myles Cole,DE,"$986,019 ",Jacksonville Jaguars,DL,JAC,8
DLMyles GarrettCLE,Myles Garrett,DE,"$22,922,120 ",Cleveland Browns,DL,CLE,9
DBMyles HardenCLE,Myles Harden,CB,"$987,583 ",Cleveland Browns,DB,CLE,9
DLMyles MurphyCIN,Myles Murphy,DE,"$3,432,890 ",Cincinnati Bengals,DL,CIN,10
DBMyles PurchaseLAC,Myles Purchase,CB,"$843,333 ",Los Angeles Chargers,DB,LAC,12
DBNahshon WrightCHI,Nahshon Wright,CB,"$1,100,000 ",Chicago Bears,DB,CHI,5
RBNajee HarrisLAC,Najee Harris,RB,"$5,250,000 ",Los Angeles Chargers,RB,LAC,12
LBNakobe DeanPHI,Nakobe Dean,ILB,"$1,656,022 ",Philadelphia Eagles,LB,PHI,9
DLNaquan JonesLAC,Naquan Jones,DT,"$1,810,000 ",Los Angeles Chargers,DL,LAC,12
DLNash HutmacherTB,Nash Hutmacher,DT,"$840,524 ",Tampa Bay Buccaneers,DL,TB,9
TENate AdkinsDEN,Nate Adkins,TE,"$1,033,334 ",Denver Broncos,TE,DEN,12
DBNate BrooksCIN,Nate Brooks,CB,"$960,000 ",Cincinnati Bengals,DB,CIN,10
RBNate CarterATL,Nate Carter,RB,"$845,000 ",Atlanta Falcons,RB,ATL,5
DBNate HobbsGB,Nate Hobbs,CB,"$5,988,235 ",Green Bay Packers,DB,GB,5
DLNate LynnDET,Nate Lynn,DE,"$845,000 ",Detroit Lions,DL,DET,8
DBNate ValcarcelLAR,Nate Valcarcel,S,"$845,000 ",Los Angeles Rams,DB,LAR,8
DBNate WigginsBAL,Nate Wiggins,CB,"$2,913,596 ",Baltimore Ravens,DB,BAL,7
LBNathan LandmanLAR,Nathan Landman,ILB,"$1,100,000 ",Los Angeles Rams,LB,LAR,8
DLNathan ShepherdNO,Nathan Shepherd,DE,"$3,609,000 ",New Orleans Saints,DL,NO,11
LBNathaniel WatsonCLE,Nathaniel Watson,OLB,"$960,000 ",Cleveland Browns,LB,CLE,9
DBNatrone BrooksATL,Natrone Brooks,CB,"$960,000 ",Atlanta Falcons,DB,ATL,5
DBNazeeh JohnsonKC,Nazeeh Johnson,CB,"$1,888,235 ",Kansas City Chiefs,DB,KC,10
DLNazir StackhouseGB,Nazir Stackhouse,DT,"$845,000 ",Green Bay Packers,DL,GB,5
TENeal JohnsonNYJ,Neal Johnson,TE,"$840,000 ",New York Jets,TE,NYJ,9
DBNehemiah PritchettSEA,Nehemiah Pritchett,CB,"$1,054,768 ",Seattle Seahawks,DB,SEA,8
LBNephi SewellNO,Nephi Sewell,OLB,"$1,100,000 ",New Orleans Saints,LB,NO,11
DLNesta Jade SilveraLAC,Nesta Jade Silvera,DT,"$1,030,000 ",Los Angeles Chargers,DL,LAC,12
DLNeville GallimoreIND,Neville Gallimore,DE,"$1,197,500 ",Indianapolis Colts,DL,IND,11
DBNic JonesNYG,Nic Jones,CB,"$960,000 ",New York Giants,DB,NYG,14
DLNic ScourtonCAR,Nic Scourton,DE,"$1,566,225 ",Carolina Panthers,DL,CAR,14
RBNick BelloreWAS,Nick Bellore,FB,"$1,952,500 ",Washington Commanders,RB,WAS,12
LBNick BoltonKC,Nick Bolton,ILB,"$6,500,000 ",Kansas City Chiefs,LB,KC,10
DLNick BosaSF,Nick Bosa,DE,"$20,430,870 ",San Francisco 49ers,DL,SF,14
RBNick ChubbHOU,Nick Chubb,RB,"$2,275,000 ",Houston Texans,RB,HOU,6
DBNick CrossIND,Nick Cross,S,"$3,622,025 ",Indianapolis Colts,DB,IND,11
DBNick EmmanworiSEA,Nick Emmanwori,S,"$2,109,320 ",Seattle Seahawks,DB,SEA,8
KNick FolkNYJ,Nick Folk,K,"$2,698,529 ",New York Jets,K,NYJ,9
LBNick HamptonLAR,Nick Hampton,OLB,"$1,104,776 ",Los Angeles Rams,LB,LAR,8
LBNick HerbigPIT,Nick Herbig,LB,"$1,198,230 ",Pittsburgh Steelers,LB,PIT,5
LBNick JacksonTB,Nick Jackson,LB,"$840,000 ",Tampa Bay Buccaneers,LB,TB,9
TENick KallerupSEA,Nick Kallerup,TE,"$848,333 ",Seattle Seahawks,TE,SEA,8
LBNick KubitzATL,Nick Kubitz,ILB,"$845,000 ",Atlanta Falcons,LB,ATL,5
LBNick MartinSF,Nick Martin,LB,"$1,193,030 ",San Francisco 49ers,LB,SF,14
DBNick McCloudCHI,Nick McCloud,CB,"$1,320,000 ",Chicago Bears,DB,CHI,5
QBNick MullensJAC,Nick Mullens,QB,"$2,000,000 ",Jacksonville Jaguars,QB,JAC,8
TENick MusePHI,Nick Muse,TE,"$1,150,000 ",Philadelphia Eagles,TE,PHI,9
WRNick NashATL,Nick Nash,WR,"$846,666 ",Atlanta Falcons,WR,ATL,5
LBNick NiemannHOU,Nick Niemann,ILB,"$2,441,176 ",Houston Texans,LB,HOU,6
DBNick ScottCAR,Nick Scott,S,"$1,197,500 ",Carolina Panthers,DB,CAR,14
WRNick Westbrook-IkhineMIA,Nick Westbrook-Ikhine,WR,"$1,600,000 ",Miami Dolphins,WR,MIA,12
WRNico CollinsHOU,Nico Collins,WR,"$8,577,180 ",Houston Texans,WR,HOU,6
LBNik BonittoDEN,Nik Bonitto,LB,"$5,695,889 ",Denver Broncos,LB,DEN,12
DBNik NeedhamCLE,Nik Needham,CB,"$1,030,000 ",Cleveland Browns,DB,CLE,9
DBNikko ReedLAC,Nikko Reed,CB,"$845,000 ",Los Angeles Chargers,DB,LAC,12
WRNikko RemigioKC,Nikko Remigio,WR,"$960,000 ",Kansas City Chiefs,WR,KC,10
TENikola KalinicATL,Nikola Kalinic,TE,"$965,000 ",Atlanta Falcons,TE,ATL,5
DLNnamdi MadubuikeBAL,Nnamdi Madubuike,DT,"$16,475,000 ",Baltimore Ravens,DL,BAL,7
WRNoah BrownWAS,Noah Brown,WR,"$3,010,000 ",Washington Commanders,WR,WAS,12
TENoah GrayKC,Noah Gray,TE,"$4,911,000 ",Kansas City Chiefs,TE,KC,10
DBNoah IgbinogheneWAS,Noah Igbinoghene,CB,"$1,500,000 ",Washington Commanders,DB,WAS,12
LBNoah SewellCHI,Noah Sewell,LB,"$1,111,237 ",Chicago Bears,LB,CHI,5
DBNohl WilliamsKC,Nohl Williams,CB,"$1,151,912 ",Kansas City Chiefs,DB,KC,10
LBNolan Smith Jr.PHI,Nolan Smith Jr.,OLB,"$3,270,657 ",Philadelphia Eagles,LB,PHI,9
DLNorell PollardWAS,Norell Pollard,DT,"$841,666 ",Washington Commanders,DL,WAS,12
RBNyheim Miller-HinesLAC,Nyheim Miller-Hines,RB,"$1,030,000 ",Los Angeles Chargers,RB,LAC,12
DBO’Donnell FortuneNYG,O’Donnell Fortune,CB,"$845,000 ",New York Giants,DB,NYG,14
LBOchaun MathisPHI,Ochaun Mathis,OLB,"$1,030,000 ",Philadelphia Eagles,LB,PHI,9
LBOdafe OwehBAL,Odafe Oweh,OLB,"$13,251,000 ",Baltimore Ravens,LB,BAL,7
DLOgbonnia OkoronkwoPHI,Ogbonnia Okoronkwo,DE,"$1,405,000 ",Philadelphia Eagles,DL,PHI,9
WROlamide ZaccheausCHI,Olamide Zaccheaus,WR,"$1,500,000 ",Chicago Bears,WR,CHI,5
RBOllie Gordon IIMIA,Ollie Gordon II,RB,"$908,166 ",Miami Dolphins,RB,MIA,12
DLOluwafemi OladejoTEN,Oluwafemi Oladejo,DE,"$1,530,019 ",Tennessee Titans,DL,TEN,10
DBOmar BrownGB,Omar Brown,S,"$960,000 ",Green Bay Packers,DB,GB,5
LBOmar SpeightsLAR,Omar Speights,LB,"$963,000 ",Los Angeles Rams,LB,LAR,8
DLOmari ThomasNO,Omari Thomas,DE,"$845,000 ",New Orleans Saints,DL,NO,11
RBOmarion HamptonLAC,Omarion Hampton,RB,"$3,231,721 ",Los Angeles Chargers,RB,LAC,12
DLOmarr Norman-LottKC,Omarr Norman-Lott,DT,"$1,309,159 ",Kansas City Chiefs,DL,KC,10
LBOren BurksCIN,Oren Burks,ILB,"$2,325,000 ",Cincinnati Bengals,LB,CIN,10
TEOronde Gadsden IILAC,Oronde Gadsden II,TE,"$933,509 ",Los Angeles Chargers,TE,LAC,12
DLOsa OdighizuwaDAL,Osa Odighizuwa,DT,"$6,250,000 ",Dallas Cowboys,DL,DAL,10
TEOscar CardenasARI,Oscar Cardenas,TE,"$843,333 ",Arizona Cardinals,TE,ARI,8
POscar ChapmanMIN,Oscar Chapman,P,"$840,833 ",Minnesota Vikings,P,MIN,6
LBOtis ReeseTEN,Otis Reese,ILB,"$1,030,000 ",Tennessee Titans,LB,TEN,10
DLOtito OgbonniaLAC,Otito Ogbonnia,DT,"$1,179,720 ",Los Angeles Chargers,DL,LAC,12
LBOvie OghoufoLV,Ovie Oghoufo,OLB,"$840,000 ",Las Vegas Raiders,LB,LV,8
LBOwen PappoeARI,Owen Pappoe,ILB,"$1,091,244 ",Arizona Cardinals,LB,ARI,8
DBP.J. LockeDEN,P.J. Locke,SS,"$5,190,000 ",Denver Broncos,DB,DEN,12
DLP.J. MustipherARI,P.J. Mustipher,DT,"$960,000 ",Arizona Cardinals,DL,ARI,8
DLParis ShandBUF,Paris Shand,DE,"$848,333 ",Buffalo Bills,DL,BUF,7
WRParker WashingtonJAC,Parker Washington,WR,"$1,078,066 ",Jacksonville Jaguars,WR,JAC,8
DBParry NickersonPHI,Parry Nickerson,CB,"$1,030,000 ",Philadelphia Eagles,DB,PHI,9
WRPat BryantDEN,Pat Bryant,WR,"$1,196,560 ",Denver Broncos,WR,DEN,12
TEPat FreiermuthPIT,Pat Freiermuth,TE,"$12,885,000 ",Pittsburgh Steelers,TE,PIT,5
DLPat O'ConnorDET,Pat O'Connor,DE,"$1,130,000 ",Detroit Lions,DL,DET,8
TEPatrick HerbertJAC,Patrick Herbert,TE,"$843,333 ",Jacksonville Jaguars,TE,JAC,8
LBPatrick JohnsonPHI,Patrick Johnson,OLB,"$1,135,000 ",Philadelphia Eagles,LB,PHI,9
LBPatrick JonesCAR,Patrick Jones,OLB,"$4,885,000 ",Carolina Panthers,LB,CAR,14
QBPatrick MahomesKC,Patrick Mahomes,QB,"$28,062,269 ",Kansas City Chiefs,QB,KC,10
DBPatrick McMorrisMIA,Patrick McMorris,S,"$1,004,941 ",Miami Dolphins,DB,MIA,12
LBPatrick O'ConnellSEA,Patrick O'Connell,ILB,"$1,030,000 ",Seattle Seahawks,LB,SEA,8
LBPatrick QueenPIT,Patrick Queen,ILB,"$17,693,333 ",Pittsburgh Steelers,LB,PIT,5
RBPatrick RicardBAL,Patrick Ricard,FB,"$1,422,500 ",Baltimore Ravens,RB,BAL,7
DBPatrick Surtain IIDEN,Patrick Surtain II,CB,"$8,370,000 ",Denver Broncos,DB,DEN,12
RBPatrick TaylorSF,Patrick Taylor,RB,"$1,030,000 ",San Francisco 49ers,RB,SF,14
DBPaulson AdeboNYG,Paulson Adebo,CB,"$11,705,877 ",New York Giants,DB,NYG,14
TEPayne DurhamTB,Payne Durham,TE,"$1,091,244 ",Tampa Bay Buccaneers,TE,TB,9
DLPayton PageNYJ,Payton Page,DT,"$843,833 ",New York Jets,DL,NYJ,9
QBPayton ThorneCIN,Payton Thorne,QB,"$843,333 ",Cincinnati Bengals,QB,CIN,10
DLPayton TurnerDAL,Payton Turner,DE,"$2,470,576 ",Dallas Cowboys,DL,DAL,10
LBPayton WilsonPIT,Payton Wilson,LB,"$1,271,889 ",Pittsburgh Steelers,LB,PIT,5
DBPercy ButlerWAS,Percy Butler,S,"$2,928,254 ",Washington Commanders,DB,WAS,12
LBPete WernerNO,Pete Werner,OLB,"$2,886,000 ",New Orleans Saints,LB,NO,11
TEPharaoh BrownMIA,Pharaoh Brown,TE,"$1,120,588 ",Miami Dolphins,TE,MIA,12
DLPhidarian MathisNYJ,Phidarian Mathis,DT,"$1,728,596 ",New York Jets,DL,NYJ,9
RBPhil MafahDAL,Phil Mafah,RB,"$867,883 ",Dallas Cowboys,RB,DAL,10
DLPhilip BlidiTEN,Philip Blidi,DT,"$841,666 ",Tennessee Titans,DL,TEN,10
WRPhillip DorsettLV,Phillip Dorsett,WR,"$1,030,000 ",Las Vegas Raiders,WR,LV,8
RBPierre StrongCLE,Pierre Strong,RB,"$1,100,000 ",Cleveland Browns,RB,CLE,9
DLPoona FordLAR,Poona Ford,DT,"$5,083,333 ",Los Angeles Rams,DL,LAR,8
LBPower EcholsCHI,Power Echols,LB,"$846,666 ",Chicago Bears,LB,CHI,5
DLPrincely UmanmielenCAR,Princely Umanmielen,DE,"$1,181,917 ",Carolina Panthers,DL,CAR,14
TEPrinceton FantDAL,Princeton Fant,TE,"$960,000 ",Dallas Cowboys,TE,DAL,10
WRPuka NacuaLAR,Puka Nacua,WR,"$1,091,244 ",Los Angeles Rams,WR,LAR,8
RBQuali ConleyCIN,Quali Conley,RB,"$840,333 ",Cincinnati Bengals,RB,CIN,10
LBQuay WalkerGB,Quay Walker,ILB,"$4,404,159 ",Green Bay Packers,LB,GB,5
LBQue RobinsonDEN,Que Robinson,OLB,"$1,053,564 ",Denver Broncos,LB,DEN,12
WRQuentin JohnstonLAC,Quentin Johnston,WR,"$3,869,667 ",Los Angeles Chargers,WR,LAC,12
DBQuentin LakeLAR,Quentin Lake,S,"$3,439,004 ",Los Angeles Rams,DB,LAR,8
WRQuentin SkinnerNYJ,Quentin Skinner,WR,"$843,333 ",New York Jets,WR,NYJ,9
DBQuincy RileyNO,Quincy Riley,CB,"$1,061,809 ",New Orleans Saints,DB,NO,11
WRQuincy Skinner Jr.ATL,Quincy Skinner Jr.,WR,"$842,000 ",Atlanta Falcons,WR,ATL,5
LBQuincy WilliamsNYJ,Quincy Williams,LB,"$8,425,000 ",New York Jets,LB,NYJ,9
DBQuindell JohnsonPIT,Quindell Johnson,S,"$960,000 ",Pittsburgh Steelers,DB,PIT,5
QBQuinn EwersMIA,Quinn Ewers,QB,"$872,894 ",Miami Dolphins,QB,MIA,12
DLQuinnen WilliamsNYJ,Quinnen Williams,DT,"$21,585,294 ",New York Jets,DL,NYJ,9
WRQuintez CephusHOU,Quintez Cephus,WR,"$1,100,000 ",Houston Texans,WR,HOU,6
TEQuintin MorrisJAC,Quintin Morris,TE,"$1,150,000 ",Jacksonville Jaguars,TE,JAC,8
LBQuinton BellMIA,Quinton Bell,OLB,"$1,505,000 ",Miami Dolphins,LB,MIA,12
DLQuinton BohannaSEA,Quinton Bohanna,DT,"$1,100,000 ",Seattle Seahawks,DL,SEA,8
DBQuinton NewsomeDEN,Quinton Newsome,CB,"$840,000 ",Denver Broncos,DB,DEN,12
DBQuinyon MitchellPHI,Quinyon Mitchell,CB,"$3,367,749 ",Philadelphia Eagles,DB,PHI,9
DBQwan'tez StiggersNYJ,Qwan'tez Stiggers,CB,"$1,023,569 ",New York Jets,DB,NYJ,9
DBR.J. MickensLAC,R.J. Mickens,S,"$883,570 ",Los Angeles Chargers,DB,LAC,12
RBRachaad WhiteTB,Rachaad White,RB,"$3,633,727 ",Tampa Bay Buccaneers,RB,TB,9
RBRaheem BlackshearCAR,Raheem Blackshear,RB,"$1,100,000 ",Carolina Panthers,RB,CAR,14
DBRaheem LayneNYG,Raheem Layne,S,"$1,100,000 ",New York Giants,DB,NYG,14
RBRaheem MostertLV,Raheem Mostert,RB,"$1,560,000 ",Las Vegas Raiders,RB,LV,8
RBRaheim SandersLAC,Raheim Sanders,RB,"$841,666 ",Los Angeles Chargers,RB,LAC,12
DLRakeem Nunez-RochesNYG,Rakeem Nunez-Roches,DT,"$5,033,334 ",New York Giants,DL,NYG,14
WRRakim JarrettTB,Rakim Jarrett,WR,"$1,038,334 ",Tampa Bay Buccaneers,WR,TB,9
DLRalph HolleyCLE,Ralph Holley,DT,"$846,666 ",Cleveland Browns,DL,CLE,9
LBRashad WeaverNYJ,Rashad Weaver,OLB,"$1,030,000 ",New York Jets,LB,NYJ,9
LBRashan GaryGB,Rashan Gary,OLB,"$25,771,138 ",Green Bay Packers,LB,GB,5
WRRashee RiceKC,Rashee Rice,WR,"$1,771,421 ",Kansas City Chiefs,WR,KC,10
RBRasheen AliBAL,Rasheen Ali,RB,"$1,032,467 ",Baltimore Ravens,RB,BAL,7
WRRashid ShaheedNO,Rashid Shaheed,WR,"$4,450,000 ",New Orleans Saints,WR,NO,11
WRRashod BatemanBAL,Rashod Bateman,WR,"$4,548,333 ",Baltimore Ravens,WR,BAL,7
WRRashod OwensCIN,Rashod Owens,WR,"$845,000 ",Cincinnati Bengals,WR,CIN,10
RBRay DavisBUF,Ray Davis,RB,"$1,138,297 ",Buffalo Bills,RB,BUF,7
WRRay-Ray McCloud IIIATL,Ray-Ray McCloud III,WR,"$4,120,000 ",Atlanta Falcons,WR,ATL,5
DLRaymond Johnson IIICIN,Raymond Johnson III,DE,"$960,000 ",Cincinnati Bengals,DL,CIN,10
DBRayshawn JenkinsCLE,Rayshawn Jenkins,S,"$1,422,500 ",Cleveland Browns,DB,CLE,9
DBRayuan Lane IIIJAC,Rayuan Lane III,S,"$895,544 ",Jacksonville Jaguars,DB,JAC,8
DBReed BlankenshipPHI,Reed Blankenship,FS,"$1,845,000 ",Philadelphia Eagles,DB,PHI,9
RBReggie GilliamBUF,Reggie Gilliam,FB,"$1,337,500 ",Buffalo Bills,RB,BUF,7
DBRenardo GreenSF,Renardo Green,CB,"$1,452,244 ",San Francisco 49ers,DB,SF,14
DBReuben Lowery IIIBAL,Reuben Lowery III,CB,"$840,000 ",Baltimore Ravens,DB,BAL,7
RBRhamondre StevensonNE,Rhamondre Stevenson,RB,"$5,541,176 ",New England Patriots,RB,NE,14
DBRichie GrantSF,Richie Grant,S,"$1,500,000 ",San Francisco 49ers,DB,SF,14
DLRicky BarberWAS,Ricky Barber,DT,"$845,000 ",Washington Commanders,DL,WAS,12
WRRicky PearsallSF,Ricky Pearsall,WR,"$2,849,636 ",San Francisco 49ers,WR,SF,14
WRRicky White IIISEA,Ricky White III,WR,"$868,175 ",Seattle Seahawks,WR,SEA,8
RBRico DowdleCAR,Rico Dowdle,RB,"$2,717,647 ",Carolina Panthers,RB,CAR,14
DBRico PaytonNO,Rico Payton,CB,"$965,000 ",New Orleans Saints,DB,NO,11
PRigoberto SanchezIND,Rigoberto Sanchez,P,"$2,500,000 ",Indianapolis Colts,P,IND,11
PRiley DixonTB,Riley Dixon,P,"$3,000,000 ",Tampa Bay Buccaneers,P,TB,9
QBRiley LeonardIND,Riley Leonard,QB,"$898,811 ",Indianapolis Colts,QB,IND,11
DBRiley MossDEN,Riley Moss,CB,"$1,485,678 ",Denver Broncos,DB,DEN,12
TERivaldo FairweatherDAL,Rivaldo Fairweather,TE,"$845,000 ",Dallas Cowboys,TE,DAL,10
RBRJ HarveyDEN,RJ Harvey,RB,"$1,338,123 ",Denver Broncos,RB,DEN,12
DBRob McDanielWAS,Rob McDaniel,CB,"$850,000 ",Washington Commanders,DB,WAS,12
TERobbie OuztsSEA,Robbie Ouzts,TE,"$920,054 ",Seattle Seahawks,TE,SEA,8
LBRobert Beal Jr.SF,Robert Beal Jr.,OLB,"$1,091,244 ",San Francisco 49ers,LB,SF,14
WRRobert LewisMIN,Robert Lewis,WR,"$840,000 ",Minnesota Vikings,WR,MIN,6
DBRobert LongerbeamBAL,Robert Longerbeam,CB,"$883,570 ",Baltimore Ravens,DB,BAL,7
DBRobert RochellDAL,Robert Rochell,CB,"$1,030,000 ",Dallas Cowboys,DB,DAL,10
LBRobert SpillaneNE,Robert Spillane,OLB,"$9,000,000 ",New England Patriots,LB,NE,14
TERobert Tonyan Jr.KC,Robert Tonyan Jr.,TE,"$1,030,000 ",Kansas City Chiefs,TE,KC,10
WRRobert WoodsPIT,Robert Woods,WR,"$2,000,000 ",Pittsburgh Steelers,WR,PIT,5
WRRoc TaylorPIT,Roc Taylor,WR,"$850,000 ",Pittsburgh Steelers,WR,PIT,5
DBRock Ya-SinDET,Rock Ya-Sin,CB,"$1,030,000 ",Detroit Lions,DB,DET,8
DBRodney ThomasIND,Rodney Thomas,FS,"$1,123,846 ",Indianapolis Colts,DB,IND,11
DBRoger McCrearyTEN,Roger McCreary,CB,"$4,617,474 ",Tennessee Titans,DB,TEN,10
DBRoman ParodieTB,Roman Parodie,CB,"$841,000 ",Tampa Bay Buccaneers,DB,TB,9
WRRoman WilsonPIT,Roman Wilson,WR,"$1,305,720 ",Pittsburgh Steelers,WR,PIT,5
WRRome OdunzeCHI,Rome Odunze,WR,"$5,164,659 ",Chicago Bears,WR,CHI,5
WRRomeo DoubsGB,Romeo Doubs,WR,"$3,576,979 ",Green Bay Packers,WR,GB,5
WRRondale MooreMIN,Rondale Moore,WR,"$1,400,000 ",Minnesota Vikings,WR,MIN,6
WRRonnie BellDET,Ronnie Bell,WR,"$1,030,000 ",Detroit Lions,WR,DET,8
DBRonnie HickmanCLE,Ronnie Hickman,S,"$1,036,667 ",Cleveland Browns,DB,CLE,9
RBRonnie RiversLAR,Ronnie Rivers,RB,"$1,100,000 ",Los Angeles Rams,RB,LAR,8
LBRoquan SmithBAL,Roquan Smith,ILB,"$23,718,750 ",Baltimore Ravens,LB,BAL,7
RBRoschon JohnsonCHI,Roschon Johnson,RB,"$1,222,172 ",Chicago Bears,RB,CHI,5
TERoss DwelleySF,Ross Dwelley,TE,"$1,197,500 ",San Francisco 49ers,TE,SF,14
DLRoy LopezDET,Roy Lopez,DT,"$3,640,000 ",Detroit Lions,DL,DET,8
DLRoy Robertson-HarrisNYG,Roy Robertson-Harris,DT,"$3,500,000 ",New York Giants,DL,NYG,14
LBRuben Hyppolite IICHI,Ruben Hyppolite II,LB,"$1,059,897 ",Chicago Bears,LB,CHI,5
DLRuke OrhorhoroATL,Ruke Orhorhoro,DE,"$2,253,665 ",Atlanta Falcons,DL,ATL,5
DBRuss YeastHOU,Russ Yeast,S,"$1,100,000 ",Houston Texans,DB,HOU,6
WRRussell GageSF,Russell Gage,WR,"$1,030,000 ",San Francisco 49ers,WR,SF,14
